Brewery,Address,zipcode,PhoneNumber,YelpRating,NumReviews,lat,lng,url,PopDensity,Population Density,LANDSQMI,MedianIncome,Median Income
El Nuevo Caridad,"1618 St Nicholas Ave, New York, NY 10040",10040,-2872,3,24,40.8553799,-73.92907,https://www.yelp.com/biz/el-nuevo-caridad-new-york-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,111,111184,0.4,43,42721
The Ginger Man,"11 E 36th St, New York, NY 10016",10016,-4483,4,1148,40.74945,-73.9827,https://www.yelp.com/biz/the-ginger-man-new-york?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,102,101814,0.5,105,105324
McSorleys Old Ale House,"15 E 7th St, New York, NY 10003",10003,-9832,4,1462,40.72884,-73.98965,https://www.yelp.com/biz/mcsorleys-old-ale-house-new-york?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,97,97188,0.6,93,92540
Paulaner,"265 Bowery, New York, NY 10002",10002,-1291,3.5,177,40.72341,-73.99246,https://www.yelp.com/biz/paulaner-new-york?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,93,92573,0.9,33,33218
Puebla's Chula,"167 E 106th St, New York, NY 10029",10029,-5618,3,1,40.7919399,-73.94513,https://www.yelp.com/biz/pueblas-chula-new-york?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,92,92116,0.8,32,31888
Chelsea Craft Brewing Company,"463 E 173rd St, Bronx, NY 10457",10457,-10051,2.5,137,40.8417422,-73.901452,https://www.yelp.com/biz/chelsea-craft-brewing-company-bronx-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,66,66425,1.1,25,24949
Kings County Brewers Collective,"381 Troutman St, Brooklyn, NY 11237",11237,-3896,5,14,40.70607388,-73.92360547,https://www.yelp.com/biz/kings-county-brewers-collective-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,51,50927,1,40,40372
World Sake Imports- New York,"285 W Broadway, Ste 350",10013,-10467,5,1,40.72085,-74.00464,https://www.yelp.com/biz/world-sake-imports-new-york-new-york?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,50,50154,0.6,84,83725
Threes Brewing,"333 Douglass St, Brooklyn, NY 11217",11217,-3349,4,187,40.67963,-73.98227,https://www.yelp.com/biz/threes-brewing-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,48,47796,0.8,82,81862
Woods Polk Station,"2255 Polk St, San Francisco, CA 94109",94109,-6427,4.5,52,37.7976772,-122.4224784,https://www.yelp.com/biz/woods-polk-station-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,47,47129,1.2,61,60722
Bartlett Hall,"242 O'Farrell St, San Francisco, CA 94102",94102,-5179,3.5,541,37.78637792,-122.4087232,https://www.yelp.com/biz/bartlett-hall-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,46,46472,0.7,23,22517
Bitter & Esters,"700 Washington Ave, Brooklyn, NY 11238",11238,-8773,5,42,40.67705,-73.96388,https://www.yelp.com/biz/bitter-and-esters-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,45,44555,1.1,65,65315
Heartland Brewery Taproom,"529 Waverly Ave, Brooklyn, NY 11238",11238,-3846,5,1,40.6824127,-73.9654159,https://www.yelp.com/biz/heartland-brewery-taproom-brooklyn-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,45,44555,1.1,65,65315
The Brooklyn Brewery,"79 N 11th St, Brooklyn, NY 11211",11211,-8625,4,794,40.7216,-73.95763,https://www.yelp.com/biz/the-brooklyn-brewery-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,39,39209,2.3,47,46848
Interboro Spirits and Ales,"942 Grand St, Brooklyn, NY 11211",11211,-8264,5,3,40.7126,-73.93691,https://www.yelp.com/biz/interboro-spirits-and-ales-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,39,39209,2.3,47,46848
Bar Tabac,"128 Smith St, Brooklyn, NY 11201",11201,-2558,3.5,489,40.6874173,-73.9902407,https://www.yelp.com/biz/bar-tabac-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,36,35981,1.4,95,95369
The Bronx Brewery,"856 E 136th St, Bronx, NY 10454",10454,-2120,4,59,40.8019015,-73.910599,https://www.yelp.com/biz/the-bronx-brewery-bronx?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,36,35820,1,20,20232
T2,"140 Smith St, Boerum Hill, NY 11201",11201,-5553,4.5,18,40.68705,-73.99039,https://www.yelp.com/biz/t2-boerum-hill?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,36,35981,1.4,95,95369
Rogue Ales Public House,"673 Union St, San Francisco, CA 94133",94133,-8656,3.5,934,37.79999,-122.41041,https://www.yelp.com/biz/rogue-ales-public-house-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,35,34749,0.8,50,50485
Karl Strauss Brewing Company,"600 Wilshire Blvd, Ste 100",90017,-3179,4.5,27,34.04795631,-118.2561892,https://www.yelp.com/biz/karl-strauss-brewing-company-los-angeles?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,33,32725,0.7,21,21030
Coney Island Brewery,"1904 Surf Ave, Brooklyn, NY 11224",11224,-10478,4.5,55,40.573917,-73.984725,https://www.yelp.com/biz/coney-island-brewery-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,31,30841,1.5,27,27481
Capitol City Brewing Company,"1100 New York Ave NW, Washington, DC 20005",20005,-3051,3.5,751,38.89995975,-77.02725293,https://www.yelp.com/biz/capitol-city-brewing-company-washington-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,30,29979,0.4,82,81864
Barebottle Brewing Company,"1525 Cortland Ave, San Francisco, CA 94110",94110,-9957,4.5,56,37.74008,-122.409,https://www.yelp.com/biz/barebottle-brewing-company-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,30,29816,2.3,82,82111
DryHop Brewers,"3155 N Broadway, Chicago, IL 60657",60657,-4784,4,521,41.93924432,-87.6442064,https://www.yelp.com/biz/dryhop-brewers-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,29,29028,2.3,76,75885
Corridor Brewery & Provisions,"3446 N Southport, Chicago, IL 60657",60657,-5314,4,178,41.94474,-87.66429,https://www.yelp.com/biz/corridor-brewery-and-provisions-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,29,29028,2.3,76,75885
Smartmouth Brewing Company,"1309 Raleigh Ave, Norfolk, VA 23507",23507,-5319,4.5,75,36.86642,-76.30935,https://www.yelp.com/biz/smartmouth-brewing-company-norfolk?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,29,29073,0.9,63,62755
Cloudburst Brewing,"2116 Western Ave, Seattle, WA 98121",98121,-6868,4.5,65,47.6118,-122.34493,https://www.yelp.com/biz/cloudburst-brewing-seattle?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,29,28659,0.4,59,59355
Beer Lab HI,"1010 University Ave., Honolulu, HI 96826",96826,-2608,4,60,21.2925712,-157.821771,https://www.yelp.com/biz/beer-lab-hi-honolulu?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,29,28922,1.1,42,42460
Strong Rope Brewery,"574 A President St, Brooklyn, NY 11215",11215,-9964,4.5,34,40.6768103,-73.9841383,https://www.yelp.com/biz/strong-rope-brewery-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,29,29148,2.2,96,95654
Band of Bohemia,"4710 N Ravenswood Ave, Chicago, IL 60640",60640,-5753,4,157,41.96761,-87.6751,https://www.yelp.com/biz/band-of-bohemia-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,27,27331,2.4,47,46974
Gun Hill Brewing Company,"3227 Laconia Ave, Bronx, NY 10469",10469,-1608,4.5,96,40.87212,-73.85592,https://www.yelp.com/biz/gun-hill-brewing-company-bronx?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,27,26903,2.5,58,57776
Finback Brewery,"78-01 77th Ave, Ridgewood, NY 11385",11385,-9945,4.5,61,40.7065426,-73.8731778,https://www.yelp.com/biz/finback-brewery-ridgewood?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,27,27290,3.6,51,50799
Andersonville Brewing Co,"5402 N Clark St, Chicago, IL 60640",60640,-8525,3.5,57,41.9799867,-87.6684549,https://www.yelp.com/biz/andersonville-brewing-co-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,27,27331,2.4,47,46974
Empirical Brewery,"1801 W Foster Ave, Chicago, IL 60640",60640,-4530,4.5,42,41.9759751,-87.6750917,https://www.yelp.com/biz/empirical-brewery-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,27,27331,2.4,47,46974
Philly Brew Tours,"1211 Arch St, Philadelphia, PA 19107",19107,-3417,5,37,39.9541283,-75.1595917,https://www.yelp.com/biz/philly-brew-tours-philadelphia-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,27,27085,0.6,44,44402
Metropolitan Brewing,"5121 N Ravenswood Ave, Chicago, IL 60640",60640,NA,4.5,27,41.9750299,-87.67401,https://www.yelp.com/biz/metropolitan-brewing-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,27,27331,2.4,47,46974
Bridge and Tunnel Brewery,"15-35 Decatur St, Ridgewood, NY 11385",11385,-9331,4.5,17,40.6935067,-73.9030978,https://www.yelp.com/biz/bridge-and-tunnel-brewery-ridgewood?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,27,27290,3.6,51,50799
Aquanaut Brewing Company,"5435 N Wolcott Ave, Chicago, IL 60640",60640,NA,5,2,41.98134213,-87.6761569,https://www.yelp.com/biz/aquanaut-brewing-company-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,27,27331,2.4,47,46974
Haymarket Pub & Brewery,"737 W Randolph St, Chicago, IL 60661",60661,-1649,3.5,807,41.88412281,-87.6472472,https://www.yelp.com/biz/haymarket-pub-and-brewery-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,26,26223,0.3,94,93750
Departed Soles Brewing Co,"150 Bay St, Jersey City, NJ 07302",7302,-9257,5,34,40.72081,-74.03972,https://www.yelp.com/biz/departed-soles-brewing-co-jersey-city?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,25,24711,1.5,99,98952
Jupiter,"2181 Shattuck Ave, Berkeley, CA 94704",94704,-9629,4,2633,37.86983,-122.26749,https://www.yelp.com/biz/jupiter-berkeley?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,24,23930,1.1,31,31116
Triple Rock Brewery & Ale House,"1920 Shattuck Ave, Berkeley, CA 94704",94704,-4091,3.5,854,37.8733999,-122.26883,https://www.yelp.com/biz/triple-rock-brewery-and-ale-house-berkeley?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,24,23930,1.1,31,31116
Sunset Reservoir Brewing Company,"1735 Noriega St, San Francisco, CA 94122",94122,-9437,3.5,355,37.75384015,-122.4824641,https://www.yelp.com/biz/sunset-reservoir-brewing-company-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,24,23699,2.4,82,81768
Keg & Lantern Brewing Company,"97 Nassau Ave, Brooklyn, NY 11222",11222,-6156,4,152,40.72412,-73.95037,https://www.yelp.com/biz/keg-and-lantern-brewing-company-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,24,24232,1.5,64,63739
Greenpoint Beer and Ale,"7 N 15th St, Greenpoint, NY 11222",11222,-4046,3.5,37,40.72516,-73.95705,https://www.yelp.com/biz/greenpoint-beer-and-ale-greenpoint?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,24,24232,1.5,64,63739
Lawton Tap Room,"3645 Lawton St, San Francisco, CA 94122",94122,-4408,5,28,37.7566599,-122.50222,https://www.yelp.com/biz/lawton-tap-room-san-francisco-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,24,23699,2.4,82,81768
Pacific Standard Tap Room & Growler Station,"2055 Center St, Berkeley, CA 94704",94704,-2462,4.5,6,37.8703,-122.26921,https://www.yelp.com/biz/pacific-standard-tap-room-and-growler-station-berkeley-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,24,23930,1.1,31,31116
Other Half Brewing,"195 Centre St, Brooklyn, NY 11231",11231,-4860,4,103,40.6738735,-73.9990922,https://www.yelp.com/biz/other-half-brewing-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,23,23441,1.4,78,78174
24th Annual Beer Fest,"Fort Mason, Festival Pavilion",94123,-4255,4,9,37.80534,-122.4259,https://www.yelp.com/biz/24th-annual-beer-fest-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,23,22622,1,113,112650
Brownstone Ale,"40 Van Dyke Street, Brooklyn, NY 11231",11231,NA,1,1,40.67394,-74.01197,https://www.yelp.com/biz/brownstone-ale-brooklyn?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,23,23441,1.4,78,78174
Revolution Brewing,"2323 N Milwaukee Ave, Chicago, IL 60647",60647,-3738,4,1817,41.92353,-87.698153,https://www.yelp.com/biz/revolution-brewing-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,22,21570,4.1,52,51675
SingleCut Beersmiths,"19-33 37th St, Astoria, NY 11105",11105,-2111,4,179,40.7782784,-73.9016724,https://www.yelp.com/biz/singlecut-beersmiths-astoria?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,22,22481,1.6,58,57525
Begyle Brewing Company,"1800 W Cuyler Ave, Chicago, IL 60613",60613,-8396,4.5,108,41.955412,-87.674396,https://www.yelp.com/biz/begyle-brewing-company-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,22,22193,2.2,67,66697
Hopewell Brewing,"2760 N Milwaukee Ave, Chicago, IL 60647",60647,-7648,4,50,41.93123719,-87.71145511,https://www.yelp.com/biz/hopewell-brewing-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,22,21570,4.1,52,51675
The Barrel Run,"Near North Side, Chicago, IL 60647",60647,-4324,5,32,41.89284488,-87.63122072,https://www.yelp.com/biz/the-barrel-run-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,22,21570,4.1,52,51675
Dovetail Brewery,"1800 W Belle Plaine Ave, Chicago, IL 60613",60613,-2869,4.5,23,41.9561649,-87.674465,https://www.yelp.com/biz/dovetail-brewery-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,22,22193,2.2,67,66697
Off Color Brewing,"3925 W Dickens Ave, Chicago, IL 60647",60647,-9704,5,7,41.918873,-87.7251922,https://www.yelp.com/biz/off-color-brewing-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,22,21570,4.1,52,51675
Ale Syndicate,"2601 W Diversey Ave, Chicago, IL 60647",60647,-3449,4.5,2,41.931994,-87.6933002,https://www.yelp.com/biz/ale-syndicate-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,22,21570,4.1,52,51675
Piece Brewery and Pizzeria,"1927 W North Ave, Chicago, IL 60622",60622,-5966,4,3158,41.9104318,-87.6761383,https://www.yelp.com/biz/piece-brewery-and-pizzeria-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,21,21418,2.5,69,68923
Goose Island Clybourn,"1800 N Clybourn Ave, Chicago, IL 60614",60614,-1297,3.5,778,41.9134219,-87.65429507,https://www.yelp.com/biz/goose-island-clybourn-chicago-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,21,21040,3.2,86,86215
Heavy Seas Alehouse,"1501 Wilson Blvd, Arlington, VA 22209",22209,-5969,3.5,279,38.8951607,-77.0740967,https://www.yelp.com/biz/heavy-seas-alehouse-arlington?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,21,20528,0.6,94,93906
Burnt City Brewing,"2747 N Lincoln Ave, Chicago, IL 60614",60614,-6261,3.5,242,41.93184,-87.65714,https://www.yelp.com/biz/burnt-city-brewing-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,21,21040,3.2,86,86215
Forbidden Root,"1746 W Chicago Ave, Chicago, IL 60622",60622,-3442,4.5,111,41.89626841,-87.67138141,https://www.yelp.com/biz/forbidden-root-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,21,21418,2.5,69,68923
Goose Island Catering & Events,"1800 N Clybourn Ave, Chicago, IL 60614",60614,-3990,5,5,41.9137478,-87.6543466,https://www.yelp.com/biz/goose-island-catering-and-events-chicago-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,21,21040,3.2,86,86215
Pike Brewing Company,"1415 1st Ave, Seattle, WA 98101",98101,-6871,3.5,1065,47.6082134,-122.3397797,https://www.yelp.com/biz/pike-brewing-company-seattle?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,20,19718,0.5,43,42938
Dock Street Brewery,"701 S 50th St, Philadelphia, PA 19143",19143,-3277,4,456,39.94773064,-75.22277619,https://www.yelp.com/biz/dock-street-brewery-philadelphia?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,20,20342,3.2,31,30995
Rock Bottom,"1333 5th Ave, Seattle, WA 98101",98101,-3898,3,346,47.60919,-122.33454,https://www.yelp.com/biz/rock-bottom-seattle?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,20,19718,0.5,43,42938
Road Dog Tours,"1427 Western Ave, Seattle, WA 98101",98101,-10312,5,175,47.60813,-122.34114,https://www.yelp.com/biz/road-dog-tours-seattle-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,20,19718,0.5,43,42938
Vice District Taproom,"1454 S Michigan Ave, Ste 1",60605,-9624,4,106,41.8624916,-87.6245193,https://www.yelp.com/biz/vice-district-taproom-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,20,19806,1.3,75,75426
Old Stove Brewing,"1525 1st Ave, Ste 16",98101,-5834,4.5,80,47.60945,-122.34086,https://www.yelp.com/biz/old-stove-brewing-seattle?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,20,19718,0.5,43,42938
kikkeli kokkeli,"80-82 4th St, San Francisco, CA 94103",94103,NA,5,1,37.78465692,-122.4046435,https://www.yelp.com/biz/kikkeli-kokkeli-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,20,20036,1.4,43,43364
Bar Hygge,"1720 Fairmount Ave, Philadelphia, PA 19130",19130,-3253,4,108,39.96712549,-75.16612409,https://www.yelp.com/biz/bar-hygge-philadelphia?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,19,19213,1.3,63,62721
Crime & Punishment Brewing,"2711 W Girard Ave, Philadelphia, PA 19130",19130,-3188,4.5,68,39.97445,-75.18084,https://www.yelp.com/biz/crime-and-punishment-brewing-philadelphia?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,19,19213,1.3,63,62721
Rockaway Brewing Company at the Beach,"415 Beach 72nd St, Rockaway, NY 11692",11692,-7727,5,7,40.593017,-73.800967,https://www.yelp.com/biz/rockaway-brewing-company-at-the-beach-rockaway-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,19,18566,1,43,43354
Right Proper Brewing Company,"624 T St NW, Washington, DC 20001",20001,-3145,4,404,38.9153595,-77.021347,https://www.yelp.com/biz/right-proper-brewing-company-washington-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17689,2.2,79,78848
