Brewery,Address,zipcode,PhoneNumber,YelpRating,NumReviews,lat,lng,url,PopDensity,Population Density,LANDSQMI,MedianIncome,Median Income
Conshohocken Brewing Company,"739 E Elm St, Conshohocken, PA 19428",19428,-10468,4,92,40.0736955,-75.2925155,https://www.yelp.com/biz/conshohocken-brewing-company-conshohocken?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2181,7.6,75,75136
The Hourglass Brewery,"480 S Ronald Reagan Blvd, Longwood, FL 32750",32750,-724,4.5,90,28.6924305,-81.3467102,https://www.yelp.com/biz/the-hourglass-brewery-longwood-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2206,10.3,62,61630
Ram Restaurant & Brewhouse,"12750 Parkside Dr, Fishers, IN 46038",46038,-991,3.5,90,39.97323,-86.00297,https://www.yelp.com/biz/ram-restaurant-and-brewhouse-fishers-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2389,15.8,75,75320
Union Brewing Company,"622 S Rangeline Rd, Carmel, IN 46032",46032,-5346,4,88,39.97200578,-86.12787725,https://www.yelp.com/biz/union-brewing-company-carmel-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1636,25.8,94,94045
Sunnyside Pub,"9757 SE Sunnyside Rd, Clackamas, OR 97015",97015,-9166,3,87,45.43385,-122.56329,https://www.yelp.com/biz/sunnyside-pub-clackamas?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2216,8.8,59,58954
Round Guys Brewing Company,"324 W Main St, Lansdale, PA 19446",19446,-3222,4,87,40.2435217,-75.2872751,https://www.yelp.com/biz/round-guys-brewing-company-lansdale?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2445,22.6,76,76263
Argilla Brewing Co,"Pietro's Pizza, Newark, DE 19711",19711,-9232,3.5,86,39.7076378,-75.6841202,https://www.yelp.com/biz/argilla-brewing-co-newark?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1874,27.4,72,72209
BJ's Restaurant & Brewhouse,"2670 E. Harmony Rd., Fort Collins, CO 80525",80525,-4951,3,86,40.52422,-105.027506,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fort-collins-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1998,24.2,64,63754
Urban Growler,"2325 Endicott St, Saint Paul, MN 55114",55114,-6783,4.5,86,44.9703712,-93.1932297,https://www.yelp.com/biz/urban-growler-saint-paul?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2382,1.3,39,38861
Prism Brewing Company,"624 E Main St, Landsdale, PA 19446",19446,-4571,4,86,40.23236632,-75.27107835,https://www.yelp.com/biz/prism-brewing-company-landsdale?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2445,22.6,76,76263
Bravery Brewing,"42705 8th St W, Lancaster, CA 93534",93534,-6288,4.5,85,34.6580991,-118.1459085,https://www.yelp.com/biz/bravery-brewing-lancaster?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2215,17.8,36,35892
BJ's Restaurant & Brewhouse,"1520 Harvey Rd, College Station, TX 77598",77598,-7374,3.5,84,30.62694868,-96.30220193,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-college-station-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1905,12.1,47,46682
One Barrel Brewing,"2001 Atwood Ave, Madison, WI 53704",53704,-10523,4,84,43.09175,-89.35502,https://www.yelp.com/biz/one-barrel-brewing-madison?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1965,22.4,49,49105
Four Corners Brewing Co,"423 Singleton Blvd, Dallas, TX 75212",75212,-3700,4.5,84,32.77920697,-96.83051638,https://www.yelp.com/biz/four-corners-brewing-co-dallas?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2418,10.3,29,28802
Penrose Brewing Company,"509 Stevens St, Geneva, IL 60134",60134,-2976,4,83,41.8929596,-88.309761,https://www.yelp.com/biz/penrose-brewing-company-geneva?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1855,15.4,103,103401
Red Door Brewing Company,"1001 Candelaria Rd NE, Albuquerque, NM 87107",87107,-7812,4.5,83,35.1158295,-106.6291428,https://www.yelp.com/biz/red-door-brewing-company-albuquerque-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2112,14.8,44,43572
Point Burger Bar,"10950 W Good Hope Rd, Milwaukee, WI 53224",53224,-4180,3.5,83,43.14887899,-88.04880593,https://www.yelp.com/biz/point-burger-bar-milwaukee?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2168,9.8,43,42765
Mexitaly,"2440 E Market St, York, PA 17402",17402,-9542,4,82,39.9743191,-76.6792261,https://www.yelp.com/biz/mexitaly-york-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1891,19.2,61,60900
Tighthead Brewing Company,"161 N Archer Ave, Mundelein, IL 60060",60060,-10990,4.5,80,42.26589262,-87.9986661,https://www.yelp.com/biz/tighthead-brewing-company-mundelein?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1578,23.6,80,80069
Big Boss Brewing Company,"1249-A Wicker Dr, Raleigh, NC 27604",27604,-1797,4,80,35.8098229,-78.617162,https://www.yelp.com/biz/big-boss-brewing-company-raleigh?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1956,21.6,50,50373
Chino Hills Brewing Company,"3280 Chino Hills Parkway, Chino Hills, CA 91709",91709,-2955,3.5,80,33.98296258,-117.7339428,https://www.yelp.com/biz/chino-hills-brewing-company-chino-hills?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2188,34.2,96,96497
Lucky Labrador Tap Room,"1700 N Killingsworth St, Portland, OR 97217",97217,-10518,3,80,45.56252,-122.68512,https://www.yelp.com/biz/lucky-labrador-tap-room-portland-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2433,12.9,54,53972
Lazlo's Brewery and Grill,"2425 S 192nd Ave, Omaha, NE 68130",68130,-6530,4,79,41.2364836,-96.2155456,https://www.yelp.com/biz/lazlos-brewery-and-grill-omaha?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2355,7.6,98,97942
Wasserhund Brewing Company,"1805 Laskin Rd, Virginia Beach, VA 23454",23454,-2433,4,78,36.8491648,-76.0276479,https://www.yelp.com/biz/wasserhund-brewing-company-virginia-beach-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1970,30.6,65,64721
Sin City Brewing Company,"3377 Las Vegas Blvd S, Las Vegas, NV 89109",89109,-3236,4,77,36.1218704,-115.17136,https://www.yelp.com/biz/sin-city-brewing-company-las-vegas-7?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1753,4.4,40,40074
Liberty Brewery & Grill,"914 Mall Loop Rd, High Point, NC 27262",27262,-5894,3.5,77,35.98795,-80.004211,https://www.yelp.com/biz/liberty-brewery-and-grill-high-point?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1817,13.2,40,39867
Lonerider Brewing Company,"8816 Gulf Ct, Raleigh, NC 27617",27617,-9364,4.5,76,35.90367,-78.76249,https://www.yelp.com/biz/lonerider-brewing-company-raleigh?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1808,8.4,79,78902
Big Choice Brewing,"7270 W 118th Pl, Broomfield, CO 80020",80020,-3387,4.5,76,39.9099617,-105.0782089,https://www.yelp.com/biz/big-choice-brewing-broomfield?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2372,19.8,78,77600
Poseidon Brewing Company,"5777 Olivas Park Dr, Ventura, CA 93003",93003,-1520,4.5,76,34.24415043,-119.2097681,https://www.yelp.com/biz/poseidon-brewing-company-ventura-4?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2453,20.6,68,67860
18th Street Brewery,"5725 Miller Ave, Gary, IN 46403",46403,-9959,4,75,41.5990572,-87.267179,https://www.yelp.com/biz/18th-street-brewery-gary?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1521,8.3,32,32069
Danny Boy Beer Works,"12702 Meeting House Rd, Carmel, IN 46032",46032,-1502,3.5,75,39.97153,-86.19711,https://www.yelp.com/biz/danny-boy-beer-works-carmel?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1636,25.8,94,94045
Ancestry Brewing,"20585 SW Tualatin-sherwood Rd, Tualatin, OR 97062",97062,-1777,4,75,45.3697,-122.80228,https://www.yelp.com/biz/ancestry-brewing-tualatin-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1975,13.9,63,63314
Danville Brewing,"200 Railroad Ave, Danville, CA 94526",94526,-5313,4,74,37.82105501,-122.0002988,https://www.yelp.com/biz/danville-brewing-danville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2083,14.9,125,124511
Six Ten Brewing,"7052 Benjamin Rd, Tampa, FL 33634",33634,-2308,4.5,74,28.0129414,-82.5420685,https://www.yelp.com/biz/six-ten-brewing-tampa?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2461,8.2,49,49315
Granite City Food & Brewery,"12801 University Avenue, Clive, IA 50325",50325,-2038,3,73,41.6005549,-93.7944818,https://www.yelp.com/biz/granite-city-food-and-brewery-clive-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2009,7.7,91,90993
Sin City Brewing,"Planet Hollywood Resort & Casino, 3663 Las Vegas Blvd S",89109,-2575,4,72,36.110888,-115.17217,https://www.yelp.com/biz/sin-city-brewing-las-vegas?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1753,4.4,40,40074
Sly Fox Brewery & Tastin' Room,"331 Circle of Progress Drive, Pottstown, PA 19464",19464,-5427,4,72,40.2651787,-75.6686172,https://www.yelp.com/biz/sly-fox-brewery-and-tastin-room-pottstown?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1804,25.4,56,55900
Sons of Liberty Aleworks,"1780 Town & Country Dr, Norco, CA 92860",92860,-6475,4.5,72,33.92779898,-117.5598485,https://www.yelp.com/biz/sons-of-liberty-aleworks-norco-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1946,14,85,84905
Independence Brewing,"3913 Todd Ln, Ste 607",78744,-1317,4,72,30.21203,-97.73607,https://www.yelp.com/biz/independence-brewing-austin?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2001,21.4,42,41721
Arcana Brewing Company,"5621 Palmer Way, Ste C",92010,-3774,4.5,70,33.14013407,-117.27389,https://www.yelp.com/biz/arcana-brewing-company-carlsbad?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1780,8.1,90,90417
Brewers' Tasting Room,"11270 4th St N, Ste 202",33716,-5499,4,70,27.87436,-82.64023,https://www.yelp.com/biz/brewers-tasting-room-st-petersburg?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2120,7.3,47,47206
Turoni's Pizzery & Brewery,"408 N Main St, Evansville, IN 47711",47711,-11108,4,69,37.9815535,-87.564165,https://www.yelp.com/biz/turonis-pizzery-and-brewery-evansville-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1939,16.2,49,48618
Pigskin Brewing Co.,"81 Mill St, Ste 150",43230,-10868,2.5,69,40.0200027,-82.8797254,https://www.yelp.com/biz/pigskin-brewing-co-gahanna?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2445,20.9,66,65785
Laurelwood,"7000 NE Airport Way, Portland, OR 97218",97218,-10422,3,68,45.58981351,-122.5914121,https://www.yelp.com/biz/laurelwood-portland-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2084,7,47,47099
Five Threads Brewing Company,"31133 Via Colinas, Westlake Village, CA 91362",91362,-7251,5,67,34.15401,-118.80361,https://www.yelp.com/biz/five-threads-brewing-company-westlake-village?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1837,19.6,105,104715
Brew Hub,"3900 S Frontage Rd, Lakeland, FL 33815",33815,-9160,4.5,67,28.0440926,-82.0249457,https://www.yelp.com/biz/brew-hub-lakeland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1922,7.4,29,29417
Nighthawk Brewery,"2780 Industrial Ln, Broomfield, CO 80020",80020,-4881,4.5,67,39.9212551,-105.100347,https://www.yelp.com/biz/nighthawk-brewery-broomfield?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2372,19.8,78,77600
MadeWest Brewing Company,"1744 Donlon St., Ventura, CA 93003",93003,-6753,4.5,67,34.25564597,-119.2377339,https://www.yelp.com/biz/madewest-brewing-company-ventura-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2453,20.6,68,67860
Church Street Brewing Company,"1480 Industrial Dr, Itasca, IL 60143",60143,-6792,4.5,64,41.96811,-87.98931,https://www.yelp.com/biz/church-street-brewing-company-itasca?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1505,6.9,75,74598
Red Cypress Brewery,"855 E State Rd 434, Winter Springs, FL 32708",32708,-1289,4.5,64,28.7040764,-81.2857985,https://www.yelp.com/biz/red-cypress-brewery-winter-springs?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2279,18.4,66,65751
BJ's Restaurant & Brewhouse,"3250 South I-35E, Denton, TX 76210",76210,-5181,3.5,64,33.1773324,-97.09604845,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-denton?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2463,16.1,80,80407
Santiam Brewing,"2544 19th St SE, Salem, OR 97302",97302,-2451,4.5,63,44.91593176,-123.0200544,https://www.yelp.com/biz/santiam-brewing-salem-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1575,23.6,53,53114
Heritage Brewing,"9436 Center Point Ln, Manassas, VA 20111",20111,-2133,4,63,38.752302,-77.488751,https://www.yelp.com/biz/heritage-brewing-manassas?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1879,16.3,86,85829
Port Jeff Brewing Company,"22 Mill Creek Rd, Port Jefferson, NY 11777",11777,-4090,4.5,63,40.9460373,-73.0694199,https://www.yelp.com/biz/port-jeff-brewing-company-port-jefferson?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2056,4.4,110,109696
Back Bay Brewing,"614 Norfolk Ave, Virginia Beach, VA 23451",23451,-9037,4,63,36.83761743,-75.98107358,https://www.yelp.com/biz/back-bay-brewing-virginia-beach?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2258,18.4,59,59017
Red Clay Ciderworks,"245 Clanton Rd, Charlotte, NC 28217",28217,-2153,4.5,62,35.194561,-80.8748169,https://www.yelp.com/biz/red-clay-ciderworks-charlotte-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1634,14.8,39,38832
Ass Clown Brewing Company,"10620 Bailey Rd, Cornelius, NC 28031",28031,-1883,4.5,62,35.4575619,-80.8547775,https://www.yelp.com/biz/ass-clown-brewing-company-cornelius?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1684,14.5,82,81737
BJ's Restaurant & Brewhouse,"4020 Steltzer Rd, Columbus, OH 43219",43219,-10705,3,61,40.0558408,-82.90985897,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-columbus-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1610,16.9,34,34267
Twisted Trunk Brewing,"2000 PGA Blvd, Palm Beach Gardens, FL 33408",33408,-3568,4.5,61,26.84393115,-80.06395622,https://www.yelp.com/biz/twisted-trunk-brewing-palm-beach-gardens?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2323,7.3,55,54952
Standard Brewing Company,"12322 Dorsett Rd, Maryland Heights, MO 63043",63043,-3131,3.5,60,38.7132999,-90.44907,https://www.yelp.com/biz/standard-brewing-company-maryland-heights?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1585,14.1,61,61300
BJ's Restaurant and Brewhouse,"5108 N 9th Ave, Pensacola, FL 32504",32504,-2841,3.5,60,30.475602,-87.2107873,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-pensacola?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2004,10.7,45,44837
Wolf Creek Brewery,"25108 Rye Canyon Lp, Valencia, CA 91355",91355,-10931,4.5,60,34.458827,-118.579888,https://www.yelp.com/biz/wolf-creek-brewery-valencia?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2107,15.5,88,88415
La Quinta Brewing Co,"77917 Wildcat Dr, Palm Desert, CA 92211",92211,-3556,4.5,59,33.76473,-116.30532,https://www.yelp.com/biz/la-quinta-brewing-co-palm-desert?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1614,15.1,57,56737
Deviate Brewing,"4004 W 96th St, Indianapolis, IN 46268",46268,NA,5,59,39.9265709,-86.22892,https://www.yelp.com/biz/deviate-brewing-indianapolis?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1879,13.3,42,41718
Whitestone Brewery,"601 E Whitestone Blvd, Cedar Park, TX 78613",78613,-6104,4.5,59,30.52344,-97.82414,https://www.yelp.com/biz/whitestone-brewery-cedar-park?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2318,28.1,82,81928
Oceanside Brewing Company,"312-314 Via Del Norte, Oceanside, CA 92058",92058,-9112,5,58,33.2126213,-117.3521964,https://www.yelp.com/biz/oceanside-brewing-company-oceanside?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1504,28.2,50,49521
Appleton Beer Factory,"603 W College Ave, Appleton, WI 54914",54914,-11214,3.5,58,44.261193,-88.4144759,https://www.yelp.com/biz/appleton-beer-factory-appleton?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1712,17.8,49,48878
7 Hills Brewing Company,"115 S 15th St, Ste 100",23219,-9826,2.5,58,37.5329094,-77.4317093,https://www.yelp.com/biz/7-hills-brewing-company-richmond?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2464,1.5,19,19231
ReUnion Brewery,"516 E 2nd St, Coralville, IA 52241",52241,-3655,3,57,41.67058,-91.57355,https://www.yelp.com/biz/reunion-brewery-coralville-7?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1592,11.9,57,56862
BJ's Restaurant & Brewhouse,"2715 Fairfield Commons Drive, Beavercreek, OH 45431",45431,-2392,3.5,57,39.76677188,-84.05387164,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-beavercreek?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2297,11.5,56,55797
Schubros Brewery,"12893 Alcosta Blvd, San Ramon, CA 94583",94583,-1951,4,57,37.77891922,-121.9630051,https://www.yelp.com/biz/schubros-brewery-san-ramon?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2331,15,120,119623
Lenny Boy Brewing Co.,"3000 S Tryon St, Charlotte, NC 28217",28217,-3292,4,56,35.201444,-80.873595,https://www.yelp.com/biz/lenny-boy-brewing-co-charlotte?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,1634,14.8,39,38832
Spring House Brewing Company,"209 Hazel St, Lancaster, PA 17603",17603,-4230,4,56,40.03022,-76.30838,https://www.yelp.com/biz/spring-house-brewing-company-lancaster?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,2,2079,29.8,45,44752
